Locale,Key,English Value,Type
it,"failedToOpenCustomerPortalE","Failed to open customer portal: $e",missing
it,"failedToSendInvitationE","Failed to send invitation: $e",missing
it,"failedToSendPrivacyRequestE","Failed to send privacy request: $e",missing
it,"failedToStartBasicSubscriptionE","Failed to start Basic subscription: $e",missing
it,"failedToStartProSubscriptionE","Failed to start Pro subscription: $e",missing
it,"failedToUpdateConsentE","Failed to update consent: $e",missing
it,"failedToUpdatePermissionE","Failed to update permission: $e",missing
it,"failedToUploadBackgroundE","Failed to upload background: $e",missing
it,"familySupport","Family Support",missing
it,"forward","Forward",missing
it,"fromAvailstartformatcontext","From: {startTime}",missing
it,"gameApprovedSuccessfully","Game approved successfully!",missing
it,"gameCreatedSuccessfully","Game created successfully!",missing
it,"gameDeletedSuccessfully","Game deleted successfully!",missing
it,"gameList","Game List",missing
it,"gameRejected","Game rejected",missing
it,"getHelpWithYourAccount","Get help with your account",missing
it,"goBack","Go Back",missing
it,"goToDashboard","Go to Dashboard",missing
it,"googleCalendar","Google Calendar",missing
it,"grantConsent","Grant Consent",missing
it,"groupGroupid","Group: $groupId",missing
it,"helpSupport","Help & Support",missing
it,"home","Home",untranslated
it,"home1","Home",missing
it,"homeFeedScreen","Home Feed Screen",missing
it,"iConsent","I Consent",missing
it,"iDoNotConsent","I Do Not Consent",missing
it,"invitationSentSuccessfully","Invitation sent successfully!",missing
it,"inviteChild","Invite Child",missing
it,"inviteContact","Invite Contact",missing
it,"inviteFriends","Invite Friends",missing
it,"invited1","Invited",missing
it,"inviteeArgsinviteeid","Invitee: {inviteeId}",missing
it,"invoiceCreatedSuccessfully","Invoice created successfully!",missing
it,"invoices","Invoices",missing
it,"join","Join",missing
it,"keepSubscription","Keep Subscription",missing
it,"language","Language",missing
it,"linkAccounts","Link Accounts",missing
it,"linkCopiedToClipboard","Link copied to clipboard!",missing
it,"linkchildidsubstring08","{linkId}...",missing
it,"livePlaytime","Live Playtime",missing
it,"REDACTED_TOKEN","Live session scheduled! Waiting for parent approval...",missing
it,"loadingCheckout","Loading checkout...",missing
it,"localizationContribution","Localization Contribution",missing
it,"login1","Login",missing
it,"loginFailedE","Login failed: $e",missing
it,"loginScreen","Login Screen",missing
it,"logout1","Logout",missing
it,"logtargettypeLogtargetid","{targetType}: {targetId}",missing
it,"makeGamePublic","Make Game Public",missing
it,"manageChildAccounts","Manage Child Accounts",missing
it,"manageStaffAvailability","Manage Staff Availability",missing
it,"manageSubscription","Manage Subscription",missing
it,"markAsPaid","Mark as Paid",missing
it,"meetingIdMeetingid","Meeting ID: $meetingId",missing
it,"meetingSharedSuccessfully1","Meeting shared successfully!",missing
it,"menu","Menu",missing
it,"messages","Messages",missing
it,"monetizationSettings","Monetization Settings",missing
it,"REDACTED_TOKEN","Monetization settings will be implemented here",missing
it,"multipleChoice","Multiple Choice",missing
it,"myInvites1","My Invites",missing
it,"myProfile1","My Profile",missing
it,"mySchedule","My Schedule",missing
it,"nameProfilename","Name: {name}",missing
it,"newNotificationPayloadtitle","New notification: {payloadTitle}",missing
it,"next1","Next",missing
it,"no","No",untranslated
it,"noAmbassadorDataAvailable","No ambassador data available",missing
it,"noAnalyticsDataAvailableYet","No analytics data available yet.",missing
it,"noAppointmentRequestsFound","No appointment requests found.",missing
it,"noAppointments","No appointments",missing
it,"noAppointmentsFound","No appointments found.",missing
it,"noAvailableSlots","No available slots",missing
it,"noBookingsFound","No bookings found",missing
it,"noBranchesAvailable","No branches available",missing
it,"noChartDataAvailable","No chart data available",missing
it,"REDACTED_TOKEN","No clients found. Add your first client!",missing
it,"noContentAvailableYet","No content available yet",missing
it,"noEvents","No events",missing
it,"noEventsScheduledForToday","No events scheduled for today",missing
it,"noEventsScheduledThisMonth","No events scheduled this month",missing
it,"noEventsScheduledThisWeek","No events scheduled this week",missing
it,"noExternalMeetingsFound","No external meetings found.",missing
it,"REDACTED_TOKEN","No invoices found. Create your first invoice!",missing
it,"noMediaSelected","No media selected",missing
it,"noMessagesFound","No messages found.",missing
it,"noMissingTranslations","No missing translations",missing
it,"noNotifications","No notifications",missing
it,"noProviders","No providers",missing
it,"REDACTED_TOKEN","No providers found. Add your first provider!",missing
it,"noQuestionsAdded","No questions added",missing
it,"noRoomsFoundAddYourFirstRoom","No rooms found. Add your first room!",missing
it,"noRouteDefinedForSettingsname","No route defined for {settingsName}",missing
it,"noRouteDefinedForStateuripath","No route defined for {path}",missing
it,"noSlots","No slots",missing
it,"noTicketsYet","No tickets yet",missing
it,"noTimeSeriesDataAvailable","No time series data available",missing
it,"noUpcomingBookings","No upcoming bookings",missing
it,"none","None",missing
it,"notAuthenticated","Not authenticated",missing
it,"notifications1","Notifications",missing
it,"ok","OK",untranslated
it,"onboardingScreen","Onboarding Screen",missing
it,"openingCustomerPortal","Opening customer portal...",missing
it,"option","• $option",missing
it,"orgmemberidslengthMembers","{memberCount} members",missing
it,"overview","Overview",untranslated
it,"parentDashboard","Parent Dashboard",missing
it,"parentalConsent","Parental Consent",missing
it,"parentalControls","Parental Controls",missing
it,"parentalSettings","Parental Settings",missing
it,"REDACTED_TOKEN","Parents must approve before children can join",missing
it,"pay","Pay",missing
it,"payment","Payment",missing
it,"paymentConfirmation","Payment Confirmation",missing
it,"paymentSuccessful","Payment Successful!",missing
it,"paymentWasCancelled","Payment was cancelled",missing
it,"REDACTED_TOKEN","Permission {category} updated to $newValue",missing
it,"permissionsFamilylinkchildid","Permissions - {childId}",missing
it,"phoneBooking","Phone Booking",missing
it,"phoneProfileasyncphone","Phone: {phone}",missing
it,"phonebasedBookingSystem","• Phone-based booking system",missing
it,"pickDate","Pick Date",missing
it,"pickTime","Pick Time",missing
it,"playtimeAdminPanelTitle","Playtime Games – Admin",missing
it,"playtimeManagement","Playtime Management",missing
it,"REDACTED_TOKEN","Please activate your business profile to continue.",missing
it,"pleaseEnterAPromoCode","Please enter a promo code",missing
it,"pleaseEnterAValidEmailAddress","Please enter a valid email address",missing
it,"pleaseEnterAValidEmailOrPhone","Please enter a valid email or phone",missing
it,"pleaseLogInToViewYourProfile","Please log in to view your profile.",missing
it,"pleaseSignInToCreateASession","Please sign in to create a session",missing
it,"pleaseSignInToUploadABackground","Please sign in to upload a background",missing
it,"privacyPolicy","Privacy Policy",missing
it,"privacyRequestSentToYourParents","Privacy request sent to your parents!",missing
it,"profile1","Profile",missing
it,"profileNotFound","Profile not found.",missing
it,"profileSaved","Profile saved!",missing
it,"promoAppliedYourNextBillIsFree","Promo applied! Your next bill is free.",missing
it,"providers","Providers",missing
it,"pspecialtynpcontactinfo","{specialty}\n{contactInfo}",missing
it,"rating","Rating",missing
it,"readOnly","Read Only",missing
it,"readOurPrivacyPolicy","Read our privacy policy",missing
it,"readWrite","Read & Write",missing
it,"REDACTED_TOKEN","Receive booking notifications via email",missing
it,"REDACTED_TOKEN","Receive booking notifications via SMS",missing
it,"REDACTED_TOKEN","Receive push notifications for new bookings",missing
it,"REDACTED_TOKEN","Redirecting to Stripe checkout for Basic plan...",missing
it,"REDACTED_TOKEN","Redirecting to Stripe checkout for Pro plan...",missing
it,"referralCode","Referral Code",missing
it,"referrals","Referrals",missing
it,"referralsAmbassadorreferrals","Referrals: {referrals}",missing
it,"refresh1","Refresh",missing
it,"registering","Registering...",missing
it,"registrationFailedEtostring","Registration failed: {error}",missing
it,"reject","Reject",missing
it,"reply","Reply",missing
it,"requireParentApproval","Require Parent Approval",missing
it,"requiresInstallFallback","Requires Install Fallback",missing
it,"resolve","Resolve",missing
it,"resolved","Resolved",missing
it,"responseDetail","Response Detail",missing
it,"responseIndex1","Response #{number}",missing
it,"restrictMatureContent","Restrict mature content",missing
it,"retry1","Retry",missing
it,"revokeConsent","Revoke Consent",missing
it,"rewards","Rewards",missing
it,"roomAddedSuccessfully","Room added successfully!",missing
it,"roomDeletedSuccessfully","Room deleted successfully!",missing
it,"roomUpdatedSuccessfully","Room updated successfully!",missing
it,"rooms","Rooms",missing
it,"save1","Save",missing
it,"saveChanges","Save Changes",missing
it,"scheduledAtArgsscheduledat","Scheduled at: {scheduledAt}",missing
it,"scheduledAtScheduledat","Scheduled at: $scheduledAt",missing
it,"schedulerScreen","Scheduler Screen",missing
it,"selectLocation","Select Location",missing
it,"selectStaff","Select Staff",missing
it,"send","Send",missing
it,"sendBookingInvite","Send Booking Invite",missing
it,"sendInvite","Send Invite",missing
it,"serviceServiceidNotSelected","Service: {service}",missing
it,"sessionApproved","Session approved!",missing
it,"sessionRejected","Session rejected",missing
it,"settings1","Settings",missing
it,"REDACTED_TOKEN","Settings dialog will be implemented here.",missing
it,"settingsSavedSuccessfully","Settings saved successfully!",missing
it,"setup","Setup",missing
it,"severityLogseverityname","Severity: {severity}",missing
it,"shareLink","Share Link",missing
it,"shareViaWhatsapp","Share via WhatsApp",missing
it,"signIn","Sign In",missing
it,"signInWithExistingMethod","Sign in with existing method",missing
it,"signOut","Sign Out",missing
it,"skip","Skip",missing
it,"slotDeletedSuccessfully","Slot deleted successfully",missing
it,"smsNotifications","SMS Notifications",missing
it,"socialAccountConflictMessage","An account with email {email} already exists using a different sign-in method. Would you like to link your accounts?",missing
it,"socialAccountConflictTitle","Account Already Exists",missing
it,"staffArgsstaffdisplayname","Staff: {staffName}",missing
it,"staffAvailability","Staff Availability",missing
it,"staffManagementTools","• Staff management tools",missing
it,"staffSelectionstaffdisplayname","Staff: {staffName}",missing
it,"staffStaffidNotSelected","Staff: {staff}",missing
it,"statusAppointmentstatusname","Status: {status}",missing
it,"statusInvitestatusname","Status: {status}",missing
it,"studioBooking","Studio Booking",missing
it,"REDACTED_TOKEN","Studio booking is only available on web",missing
it,"studioDashboard","Studio Dashboard",missing
it,"studioProfile","Studio Profile",missing
it,"submit","Submit",missing
it,"submitBooking","Submit Booking",missing
it,"subscribe","Subscribe",missing
it,"subscribeNow","Subscribe Now",missing
it,"subscribeToBasic499mo","Subscribe to Basic (€4.99/mo)",missing
it,"subscribeToPro1499mo","Subscribe to Pro (€14.99/mo)",missing
it,"subscribeToWidgetplanname","Subscribe to {planName}",missing
it,"subscription","Subscription",missing
it,"REDACTED_TOKEN","Subscription activated successfully!",missing
it,"REDACTED_TOKEN","Subscription cancelled successfully",missing
it,"subscriptionManagement","Subscription Management",missing
it,"subscriptionUnavailable","Subscription unavailable",missing
it,"success1","Success",missing
it,"REDACTED_TOKEN","Successfully registered as Ambassador!",missing
it,"supportTicketSubmitted","Support ticket submitted",missing
it,"surveyEditor","Survey Editor",missing
it,"surveyManagement","Survey Management",missing
it,"surveyResponses","Survey Responses",missing
it,"surveyScore","Survey Score",missing
it,"syncAppointment","Sync Appointment",missing
it,"syncToGoogle","Sync to Google",missing
it,"syncToOutlook","Sync to Outlook",missing
it,"targetLogtargettypeLogtargetid","Target: {targetType} - {targetId}",missing
it,"text","Text",missing
it,"time","Time",missing
it,"timeArgsslotformatcontext","Time: {time}",missing
it,"REDACTED_TOKEN","Timestamp: {timestamp}",missing
it,"toAvailendformatcontext","To: {endTime}",missing
it,"toggleAvailability","Toggle Availability",missing
it,"tryAgain","Try Again",missing
it,"typeOpenCall","Type: Open Call",missing
it,"REDACTED_TOKEN","\uD83D\uDCC5 {dateTime}",missing
